题目T1,作者A1,地址AD,年份YR
词语相似度算法研究综述,李慧娟1;,南京邮电大学图书馆;,2015
数据驱动的个性化新闻——以《纽约时报》专题“租房还是买房”为例,王之月;俞哲旻;彭兰;,中国人民大学新闻学院;,2015
基于关联数据的知识组织深度序化机制研究,戎军涛;,石家庄学院图书馆;,2015
学校变革压力、机制与能力建设策略,张东娇;,北京师范大学教育学部;北京师范大学学校文化研究中心;,2015
基于TVP-VAR-GCK模型的量价时变关系研究,陈浪南;罗嘉雯;刘昊;,中山大学岭南学院;招商银行股份有限公司;,2015
数据新闻:“讲一个好故事”?——数据新闻对传统新闻的继承与变革,李岩;李赛可;,浙江大学传播研究所;,2015
面向科研第四范式的科学数据监管体系研究,吴金红;陈勇跃;,武汉纺织大学管理学院;,2015
CVaR下基于Ф-散度的单周期库存鲁棒优化模型,邱若臻;苑红涛;李翔;朱珠;,东北大学工商管理学院;辽宁省统计科学研究所;辽宁大学信息学院;,2015
语料库驱动的学习者英语动词配价研究:以CONSIDER为例,甄凤超;杨枫;,上海交通大学外国语学院;,2015
基于“互联网+”的融合图书馆构建研究,李立睿;邓仲华;,武汉大学信息管理学院;,2015
概念图在文献集合研究中的一个新模型,尹莉;,长安大学图书馆;,2015
基于属性拓扑图的形式概念构造算法,李刚;马彦超;张涛;洪文学;,燕山大学信息科学与工程学院;燕山大学电气工程学院;,2015
超越碎片化学习:语义图示与深度学习,顾小清;冯园园;胡思畅;,华东师范大学教育信息技术学系;,2015
基于用户行为分析的维基百科词条质量评价方法,肖奎;李兵;吴天吉;,武汉大学软件工程国家重点实验室;武汉软件工程职业学院;武汉大学国际软件学院;华中农业大学图书馆;,2015
附加情感特征的在线问答社区信息质量自动化评价,姜雯;许鑫;武高峰;,华东师范大学商学院信息学系;北京林业大学信息学院;,2015
计算语言学的超学科研究,李颖2;冯志伟;,杭州师范大学;,2015
基于多源知识融合的企业知识管理方法,王小健;刘延平;,北京交通大学经济管理学院;北京化工大学;西安电子科技大学;,2015
基于特征表现的虚假评论人预测研究,聂卉;吴毅骏;,中山大学资讯管理学院;,2015
面向图书馆知识服务的开放式网络百科信息质量的控制,仝召娟;许鑫;,上海财经大学图书馆;华东师范大学商学院信息学系;,2015
Isomap-ABC-RVM预测模型的构建及应用,李思维;童光荣;,武汉大学经济与管理学院;,2015
文本作者身份识别研究综述,祁瑞华;霍跃红;胡润波;,大连外国语大学计算机教研部;大连外国语大学英语学院;中国大连高级经理学院;,2015
面向评论效用评估的文本情感特征提取,聂卉;容哲;,中山大学资讯管理学院;中山大学管理学院;,2015
自动标注中文专利的引文信息,姜春涛;,南京大学计算机科学与技术系;江苏省专利信息服务中心;,2015
认知科学对人工科学的引领趋势,张寅生;,中国科学技术信息研究所信息技术支持中心;,2015
细颗粒度观点挖掘中的观点句识别与要素抽取研究综述,陈锋;,南开大学商学院;,2015
