题目T1,作者A1,地址AD,年份YR
关联分析在篮球技术统计数据分析中的运用,陈健;姚颂平;,陕西师范大学体育学院;上海体育学院学院办公室;,2009
基于Web数据挖掘技术的企业网站客户忠诚度提升模型研究,谭春辉;王俊;,华中师范大学信息管理系;,2009
多单位合作挖掘的隐私保护问题研究,刘松;,广东商学院信息学院;,2009
基于数据挖掘的网络入侵检测系统研究,代红;李海波;,辽宁科技大学;,2009
数字图书馆中用户访问模式挖掘方法研究,张玉峰;吴覃;,武汉大学信息资源研究中心;,2009
情报学硕士研究生学位论文调查研究,王智红;,北京大学信息管理系;,2009
国内科学数据相关研究进展分析,姜晓虹;,广东省科技图书馆;,2009
图书馆网站数据分析研究,赵惠;,湖南图书馆;,2009
国土资源数据整合方案设计及其实现研究,唐健;沈陈华;周国峰;沈继成;,南京师范大学虚拟地理环境教育部重点实验室;南京大学地理与海洋科学学院;常州市国土资源信息中心;,2009
C2C电子商务纠纷对交易评价结果的影响,邵兵家;罗旋;杨海峰;,重庆大学经济与工商管理学院;,2009
数据挖掘在理财产品营销中的应用——以CATI数据为例,谢邦彦;,首都经济贸易大学统计学院;,2009
基于数据挖掘的洗钱交易识别研究,张成虎;赵小虎;,西安交通大学经济与金融学院;,2009
基于竞争情报的企业市场危机预警系统构建研究,李贺;沈旺;国佳;,吉林大学管理学院;,2009
数据挖掘:网上商店客户分析法宝,裴剑平;,浙江机电职业技术学院经贸管理系;,2009
基于贝叶斯分类的可疑金融交易识别研究,张成虎;赵小虎;,西安交通大学经济与金融学院;,2009
房地产投资决策支持系统研究,赵辉;王雪青;喻刚;,天津大学管理学院;,2009
数据挖掘技术在寿险业交叉销售中的应用,王新军;胡曼;,山东大学经济研究院;,2009
基于移动通信信息资源的人口流动趋势研究,智勇;盛昭翰;,南京大学工程管理学院;,2009
基于数据挖掘的高校人才科研指数研究,李锋;葛世伦;尹洁;,江苏科技大学研究生部;江苏科技大学经济管理学院;,2009
数字资源组织与数据挖掘比较分析综述,王丽杰;沈颖;,鲁迅美术学院图书馆;阜新高等专科学校图书馆;,2009
个性化智能网络教学系统中学生模型的研究,孙中红;,鲁东大学现代教育技术教学部;,2009
一种基于RBF人工神经网络的预测方法研究,庞英智;赵晓丹;郭伟业;,吉林省经济管理干部学院;,2009
基于数据挖掘的Web文本不良信息监测模型研究,张玉峰;张婧;,武汉大学信息资源研究中心;,2009
学科知识图谱的绘制及在学科发展监测与评价中的应用,汤建民;,浙江树人大学科学计量学研究中心;,2009
基于联机公共查询目录的读者行为挖掘的个性化智能服务系统构建,张炜;李斌;,扬州大学图书馆;扬州大学信息工程学院;,2009
基于数据仓库的高校图书馆管理的设计与实现,刘晶;,燕山大学图书馆;,2009
数据挖掘技术在电信管理中的应用,齐梅;,太原理工大学计算机与软件学院;,2009
区间型符号数据的因子分析及其应用,李汶华;郭均鹏;高峰;,天津大学管理学院;,2009
数据挖掘在保险业中的应用,谢邦昌1;王黎明;,台湾辅仁大学统计资讯学系;厦门大学经济学院;上海财经大学统计学系;,2009
可变精度粗糙集模型在远程开放教育中的应用,吴兵;叶春明;,上海理工大学管理学院;上海电视大学;,2009
关联规则挖掘在DM研究热点演化分析中的应用,刘潇;,暨南大学统计学系;华南理工大学工商管理学院;,2009
基于智能Agent系统的Web数据挖掘系统结构的预取模型,邢国春;姜健;,长春师范学院计算机系;93246部队政治部;,2009
基于读者行为特征的数据挖掘实例,张文华;,东华理工大学图书馆;,2009
基于本体的多层关联知识管理模型研究,田宏;赵京涛;,大连交通大学软件学院;,2009
数据挖掘在体育训练指导中的应用研究,黄谦;石勇1;,西安体育学院;,2009
基于市场营销离群数据挖掘的客户分类模型,刘希宋;李文庆;喻登科;,哈尔滨工程大学经济管理学院;国家核电技术公司;,2009
竞技排球数据挖掘系统的功能与运用,孟范生;项贤林;张忠新;丁海勇;,上海体育学院体育教育训练学院;上海体育学院国际文化交流中心;,2009
我国数据隐私保护策略的探索与研究,杨丽华;钱洁;,湖北汽车工业学院信息管理系;,2009
社会网络关系数据智能采集系统的设计与实现——基于Web数据挖掘原理,张小飞;蔡亚萍;刘威;,南京师范大学Web数据挖掘实验室;,2009
基于关联规则和Multi-Agent的个性化信息推荐系统研究,沈思;,西安科技大学图书馆;,2009
RSS在数字图书馆个性化服务中的应用及存在的问题,张建中;刘子辉;,中南大学;,2009
基于KANO模型的客户隐性知识的显性化方法及应用,孟庆良;邹农基;陈晓君;倪自银;,江苏科技大学;盐城工学院;,2009
关于电子商务混合销售产品模型设计,毛艳春;王瑾;,中国矿业大学;河南理工大学;,2009
语音合成中的语言学计算模型:现状及展望,朱维彬;,北京交通大学;,2009
需求和供给视角下旅游产业潜力影响因素研究,冯学钢;王琼英;于秋阳;,华东师范大学商学院;浙江树人大学商学院;,2009
空间计量经济学研究的最新进展,杨开忠;冯等田;沈体雁;,北京大学政府管理学院;,2009
数据驱动的研究路径在英美文化教学中的应用,王勇;杨晶;,山东大学;山东建筑大学;,2009
基于Web的模型驱动决策支持系统描述框架,郭四海;冯珊;周凯波;,华中科技大学控制科学与工程系;武汉理工大学自动化学院;,2009
关于开放型语料库翻译教学的思考,罗选民;刘彬;,清华大学外语系;长沙理工大学外国语学院;,2009
对信息技术环境下外语教学模式的再思考——以DDL为例,陈坚林;史光孝;,上海外国语大学中国外语战略研究中心;上海外国语大学研究生部;哈尔滨工业大学威海校区;,2009
基于语料库的科技论文英文摘要的人称代词与语态研究,陆元雯;,上海交通大学外国语学院语言文字工程研究所;,2009
试论人类学习的本质与机器学习,张晓荣;,北京师范大学哲学与社会学学院;,2009
LS-SVM的一种参数优选方法及混沌时间序列预测,王海龙;周辉仁;宗蕴;刘春霞;,天津大学系统工程研究所;济南热电有限公司;,2009
基于Ontology的信息抽取技术方法分析,洪娜;张智雄;刘建华1;,中国科学院国家科学图书馆;中国科学院研究生院;,2009
用户建模算法的适应性及多算法用户建模研究,李广健;周浩;,北京大学信息管理系;北京师范大学管理学院;,2009
基于SVM的高新技术企业财务危机预警研究,朱发根;刘拓;傅毓维;,哈尔滨工程大学经济管理学院;,2009
从产品评论中挖掘观点:原理与算法分析,余传明;,上海理工大学管理学院;,2009
基于CBR的双语语境知识表征系统研究,牛书杰;李红;,重庆大学语言认知及语言应用研究基地;,2009
基于时间序列孤立点检测的可疑外汇资金交易识别研究,孙景2;张成虎;陈善新;,西安交通大学经济与金融学院;,2010
《教育与现代化》近五年文献计量分析,刘效梅;,安徽大学图书馆;,2010
对美国住房空置率统计的研究,高峰1;,天津社会科学院经济社会预测研究所;,2010
基于Felder-Silverman量表用户学习风格模型的修正研究,姜强;赵蔚1;杜欣;,东北师范大学;辽宁师范大学;,2010
基于Apriori的电子政务个性化信息服务的实现,李娇;刘西林;,西北工业大学管理学院;,2010
地形特征与山地气候变化空间关联规则数据挖掘研究,陈刚1;何政伟;杨斌;,成都理工大学地球科学学院;中石化西南油气分公司勘探开发研究院信息中心;西南科技大学环境与资源学院;,2010
姜寨一期文化遗迹属性数据的关联规则挖掘研究,毕硕本;闾国年;裴安平;孙懿青;,南京信息工程大学计算机与软件学院;南京师范大学地理科学学院;南京师范大学文物与博物馆学系;,2010
Apriori算法对高技能人才市场工资价位影响因素的实证分析,张仁寿;罗林开;叶凌君;,广州大学;厦门大学;,2010
中国经济与环境系统协调发展的实证分析,姚奕;郭军华;倪勤;,南京航空航天大学经济与管理学院;南京师范大学数学科学学院;华东交通大学经济管理学院;,2010
面向企业技术创新决策的专利数据挖掘研究综述(上),岑咏华;王曰芬;王晓蓉;,南京理工大学经济管理学院信息管理系;南京大学信息管理系;,2010
基于SVM数据挖掘的国民经济序列补缺及预测——以青海省国民经济为例,李望晨;张利平;王培承;,潍坊医学院;,2010
情感因素对外语磨蚀群体目标语接触量的影响——基于数据挖掘的建模与分类,倪传斌;,南京师范大学外国语学院;,2010
知识管理系统模型设计研究,何俊杰;,宁波大学图书馆;,2010
基于数据挖掘的Web文本语义分析与标注研究,张玉峰;蔡皎洁;,武汉大学信息资源研究中心;孝感学院;,2010
基于数据挖掘技术在人体肌肉力量数据分析中的应用——以人体握力肌肉力量测试数据研究为例,于岱峰;钟亚平;于亚光;,山东体育学院;,2010
图书馆网络服务行为信息的测量与分析,周奇志;,曲阜师范大学日照校区图书馆;,2010
Unicorn系统流通模块数据挖掘初探,张健;张洪艳;,天津农学院图书馆;,2010
关联规则挖掘技术与第三方物流企业营销决策研究,黄远新;田红英;,上海海事大学;成都职业技术学院;,2010
决策树分类模型在工程项目评标风险预警中的应用,程铁信;郭涛;祁昕;,天津工业大学管理学院;天津大学管理学院;,2010
数据挖掘技术在保险客户理赔分析中的应用,陈希;李迪安;高星;陈帅;谢邦昌1;,厦门大学经济学院;台湾辅仁大学统计资讯学系;,2010
面向企业技术创新决策的专利数据挖掘研究综述(下),岑咏华;王曰芬;王晓蓉;,南京理工大学经济管理学院信息管理系;南京大学信息管理系;,2010
数据挖掘在大学英语教学质量分析中的应用研究,吴羊;,上海大学外国语学院;,2010
网络课程资源自动量化评价研究,王满;徐朝军;,南京师范大学教育技术系;,2010
Web使用模式挖掘系统的框架设计,朱志国;,大连理工大学管理学院;东北财经大学;,2010
基于读者信息行为分析的高校图书馆用户关系管理策略,叶晓慧;,重庆师范大学图书馆;,2010
基于关联挖掘技术的数字图书馆个性化推送服务,熊拥军;陈春颖;,中南大学图书馆;,2010
数字图书馆个性化信息服务研究,李咏梅;,安徽经济管理学院图书馆;,2010
数据挖掘技术在钢铁行业的应用,焦国华;黄健柏;黄晖;,中南大学商学院;,2010
基于模糊动作关联规则挖掘的合作企业间关系价值,胡健;李向阳;,哈尔滨工业大学经济与管理学院;,2010
数据挖掘技术在零售企业会员价值预测中的应用研究,刘伟江;段书勇;王勇1;,吉林大学商学院;,2010
在线交易纠纷对卖家评价结果影响的实证研究,邵兵家;杨海峰;,重庆大学经济与工商管理学院电子商务与市场学系;重庆大学经济与工商管理学院;,2010
基于关联规则挖掘方法的结构性减税实证研究,孙智勇;刘星;,重庆大学经济与工商管理学院;,2010
