题目T1,作者A1,地址AD,年份YR
基于情感词汇的科研论文写作风格演变研究——1994-2012年科研论文摘要中情感词汇使用情况的回顾性分析,程齐凯;李信;陆伟;,武汉大学信息管理学院;,2016
数据驱动的图书资讯学创新与发展——第十三届海峡两岸图书资讯学学术研讨会会议纪要,翟姗姗;郑路;李成龙;池毛毛;,华中师范大学信息管理学院;,2016
数据驱动下的高校图书馆服务创新——以华东师范大学图书馆为例,汪志莉;于亚秀;程煊;,华东师范大学图书馆;,2016
制造业日趋智能,艾伦·S·布朗;赵毅平;,美国《机械工程》;,2016
教师数据素养能力模型及发展策略研究,李青;任一姝;,北京邮电大学网络教育学院;北京师范大学未来教育高精尖创新中心;,2016
美国公共图书馆2016年度报告,John B.Horrigan;Lee Rainie;Aaron Smith;Andrew Perrin;Claudia Deane;Margaret Porteus;Dana Page;Shannon Greenwood;何蕾;,互联网与科技研究部;广东省立中山图书馆;,2016
自然科学与社会科学交叉视角下的服务科学研究与发展,吴朝晖;吴启迪;李平1;尹建伟;华中生;王宏伟;蔡跃洲;邓水光;孟庆峰1;刘作仪1;刘克;,NA,2016
个人名称规范维护新方法探析,郝嘉树;,国家图书馆;,2016
汇率预测方法及比较:基于贝叶斯平均分类回归模型的检验,毕玉江;王双成;,上海立信会计学院经贸学院;上海立信会计学院数学与信息学院;,2016
认知语言学定量研究的几种新方法,张炜炜;刘念;,上海外国语大学语言研究院;俄克拉荷马大学现代语言及语言学系;,2016
图像自动标注方法研究综述,徐勇;张慧1;,安徽财经大学管理科学与工程学院;,2016
基于随机森林-支持向量机的企业债主体信用评级研究,陈军飞;张强;,河海大学商学院;,2016
基于深度神经网络的微博图书名识别研究,朱娜娜;景东;薛涵;,哈尔滨学院图书馆;哈尔滨工业大学机电工程学院;哈尔滨工程大学图书馆;,2016
近似非齐次指数序列预测的新融合模型构建,周德强;,长江大学信息与数学学院;,2016
“强认知”的心理学研究:来自AlphaGo的启示,周吉帆;徐昊骙;唐宁;史博皓;赵阳;高涛;沈模卫;,浙江大学心理与行为科学系;,2016
基于统计相关的缺失值数据处理研究,张松兰;王鹏龙1;徐子伟;,芜湖职业技术学院;中国科学技术大学;,2016
科学文献与科学数据细粒度语义关联研究,丁培;,深圳大学图书馆;,2016
非结构化文本关键短语提取技术研究,王毅;,南京大学信息管理学院;,2016
人工智能与人类智能——从认知科学五个层级的理论看人机大战,蔡曙山;薛小迪;,贵州民族大学民族文化与认知科学学院;清华大学心理学系;,2016
试论“互联网+”下的智能阅读推广,曹畋1;,南京晓庄学院图书馆;,2016
不同学科领域的用户标签标注行为差异研究——以新浪微博用户的标签为例,池雪花;张颖怡;高星;卢超;章成志;,南京理工大学经济管理学院;,2016
翻译质量自动评估特征集,袁煜;,南京信息工程大学;,2016
国外数据科学研究的回顾与展望,王曰芬;谢清楠;宋小康;,南京理工大学经济管理学院;南京理工大学知识产权学院;,2016
人工智能:从科学梦到新蓝海——人工智能产业发展分析及对策,朱巍;陈慧慧;田思媛;王红武;,武汉科技发展促进中心;,2016
数字文本自动分类中特征语义关联及加权策略研究综述与展望,李湘东;巴志超;高凡1;,武汉大学信息管理学院;武汉大学信息资源研究中心;山东省科学院情报研究所;,2016
文学模式识别:文本细读与机器学习之间的现代主义,霍伊特·朗;苏真;林懿;,芝加哥大学东亚语言与文化系;芝加哥大学英文系;南京大学英语系;,2016
学习者数据肖像支撑下的个性化学习路径破解——学习计算的价值赋予,牟智佳1;,江南大学人文学院;,2016
哲学视角下智能机器在自我意识和行为意义上的突破,林命彬;,吉林大学哲学社会学院;,2016
